region,area,suburb,postcode,route,html file exists yes/no,title,meta description,h1,visible word count,phone CTA present yes/no,quote CTA present yes/no,emergency wording present yes/no,emergency electrician wording present yes/no,Level 2 wording present yes/no,Level 2 electrician wording present yes/no,general electrical wording present yes/no,switchboard wording present yes/no,response-time wording present yes/no,correct response-time wording yes/no,core or greater region classification,expected response time wording,actual response time wording,ASP wording present yes/no,Sydney and surrounding regions wording present yes/no,internal links count,FAQ count,stale strings found,risky claims found,spelling/grammar warnings,repeated phrase warnings,awkward wording warnings,notes
Canterbury-Bankstown & Inner South West,Canterbury-Bankstown,Bankstown,2200,/service-areas/canterbury-bankstown-and-inner-south-west/canterbury-bankstown/bankstown/,yes,Electrician Bankstown 2200 | Emergency & Level 2,"Need electrical help in Bankstown 2200? Evaready Electrical helps with urgent electrical faults, switchboard upgrades, lighting, power, data cabling.",Electrician Bankstown 2200,2538,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for business outages, partial power loss, hot outlets, circuit tripping, damaged equipment circuits and storm or water-affected electrical areas in Bankstown, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Miranda,2228,/service-areas/sutherland-shire/sutherland-shire/miranda/,yes,Electrician Miranda 2228 | Emergency & Level 2,"Evaready Electrical helps with emergency faults, switchboards, lighting, power, CCTV, data, hot water electrical and Level 2 enquiries.",Electrician Miranda 2228,2584,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for apartment power loss, retail or medical suite outages, shared meter-room issues, shop circuit faults, heat at outlets, sparking and tripping safety switches in Miranda, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Oyster Bay,2225,/service-areas/sutherland-shire/sutherland-shire/oyster-bay/,yes,Electrician Oyster Bay 2225 | Emergency & Level 2,"Need electrical help in Oyster Bay 2225? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Oyster Bay 2225,2672,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Oyster Bay, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for storm-affected outdoor circuits, home power loss, water-adjacent electrical faults, heat at outlets, sparking and safety-switch tripping in Oyster Bay, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Port Hacking,2229,/service-areas/sutherland-shire/sutherland-shire/port-hacking/,yes,Electrician Port Hacking 2229 | Emergency & Level 2,"Need electrical help in Port Hacking 2229? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Port Hacking 2229,2629,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for waterfront outdoor faults, home power loss, storm-affected circuits, heat at outlets, sparking and safety-switch tripping in Port Hacking, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Royal National Park,2233,/service-areas/sutherland-shire/sutherland-shire/royal-national-park/,yes,Electrician Royal National Park 2233 | Emergency & Level 2,"Need an electrician in Royal National Park? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data.",Electrician Royal National Park 2233,2745,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for bushland storm faults, power loss, unsafe outdoor electrical equipment, heat at outlets, sparking and safety-switch tripping in Royal National Park, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Sandy Point,2172,/service-areas/sutherland-shire/sutherland-shire/sandy-point/,yes,Electrician Sandy Point 2172 | Emergency & Level 2,"Need electrical help in Sandy Point 2172? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Sandy Point 2172,2668,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for riverside outdoor faults, weather-affected electrical equipment, power loss, heat at outlets, sparking and safety-switch tripping in Sandy Point, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Sutherland,2232,/service-areas/sutherland-shire/sutherland-shire/sutherland/,yes,Electrician Sutherland 2232 | Emergency & Level 2,"Need an electrician in Sutherland? Evaready Electrical helps with fault finding, switchboards, lighting, power, smoke alarms, data and Level 2 enquiries.",Electrician Sutherland 2232,2661,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for apartment power loss, shop or office outages, shared meter-room issues, heat at outlets, sparking, tripping safety switches and unsafe service equipment in Sutherland, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Sylvania,2224,/service-areas/sutherland-shire/sutherland-shire/sylvania/,yes,Electrician Sylvania 2224 | Emergency & Level 2,"Need an electrician in Sylvania? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Sylvania 2224,2558,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for home or apartment power loss, shop circuit faults, storm-affected outdoor circuits, heat at outlets, sparking and safety-switch tripping in Sylvania, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Sylvania Waters,2224,/service-areas/sutherland-shire/sutherland-shire/sylvania-waters/,yes,Electrician Sylvania Waters 2224 | Emergency & Level 2,"Need an electrician in Sylvania Waters? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Sylvania Waters 2224,2649,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for waterfront outdoor faults, home power loss, storm-affected circuits, heat at outlets, sparking and safety-switch tripping in Sylvania Waters, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Taren Point,2229,/service-areas/sutherland-shire/sutherland-shire/taren-point/,yes,Electrician Taren Point 2229 | Emergency & Level 2,"Need an electrician in Taren Point? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Taren Point 2229,2676,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for business outages, warehouse power loss, workshop circuit faults, showroom power issues, heat at outlets, sparking and tripping safety switches in Taren Point, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Waterfall,2233,/service-areas/sutherland-shire/sutherland-shire/waterfall/,yes,Electrician Waterfall 2233 | Emergency & Level 2,"Need an electrician in Waterfall? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Waterfall 2233,2580,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Waterfall, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for storm-related faults, bushland outdoor power issues, home power loss, heat at outlets, sparking and safety-switch tripping in Waterfall, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Woolooware,2230,/service-areas/sutherland-shire/sutherland-shire/woolooware/,yes,Electrician Woolooware 2230 | Emergency & Level 2,"Need electrical help in Woolooware 2230? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Woolooware 2230,2569,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Woolooware, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for apartment power loss, shop circuit faults, hot water electrical issues, coastal outdoor faults, heat at outlets, sparking and safety-switch tripping in Woolooware, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Woronora,2232,/service-areas/sutherland-shire/sutherland-shire/woronora/,yes,Electrician Woronora 2232 | Emergency & Level 2,"Evaready helps Woronora with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Woronora 2232,2547,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for storm-affected outdoor circuits, river-adjacent faults, home power loss, heat at outlets, sparking and safety-switch tripping in Woronora, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Woronora Heights,2233,/service-areas/sutherland-shire/sutherland-shire/woronora-heights/,yes,Electrician Woronora Heights 2233 | Emergency & Level 2,"Evaready helps Woronora Heights with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Woronora Heights 2233,2686,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for bushland storm faults, outdoor circuit trips, home power loss, hot water electrical faults, heat at outlets, sparking and safety-switch tripping in Woronora Heights, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Yarrawarrah,2233,/service-areas/sutherland-shire/sutherland-shire/yarrawarrah/,yes,Electrician Yarrawarrah 2233 | Emergency & Level 2,"Evaready helps Yarrawarrah with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Yarrawarrah 2233,2527,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Yarrawarrah, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region.",yes,yes,47,5,,,,,,
Sutherland Shire,Sutherland Shire,Yowie Bay,2228,/service-areas/sutherland-shire/sutherland-shire/yowie-bay/,yes,Electrician Yowie Bay 2228 | Emergency & Level 2,"Need electrical help in Yowie Bay 2228? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Yowie Bay 2228,2645,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Evaready provides 60-minute emergency response for emergency call-outs in this region. | Urgent help for waterfront outdoor faults, home power loss, weather-affected electrical equipment, heat at outlets, sparking and safety-switch tripping in Yowie Bay, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Liverpool & Fairfield,Fairfield,Abbotsbury,2176,/service-areas/liverpool-and-fairfield/fairfield/abbotsbury/,yes,Electrician Abbotsbury 2176 | Emergency & Level 2,"Need an electrician in Abbotsbury? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Abbotsbury 2176,2589,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For Abbotsbury, emergency call-outs use 60-minute emergency response; call for unsafe faults, or send photos and details for planned work. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for home power loss, outdoor circuit faults, hot water electrical issues, heat at outlets, sparking, storm damage and safety-switch tripping in Abbotsbury, with 60-minute emergency response.",yes,yes,47,5,,,,,,
Liverpool & Fairfield,Fairfield,Bonnyrigg,2177,/service-areas/liverpool-and-fairfield/fairfield/bonnyrigg/,yes,Electrician Bonnyrigg 2177 | Emergency & Level 2,"Need an electrician in Bonnyrigg? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Bonnyrigg 2177,2581,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,within 60 minutes / 60-minute response,"60-minute response for urgent call-outs. | For this suburb, urgent call-outs follow 60-minute emergency response. | Urgent help for power loss, older-board faults, hot water electrical issues, heat at outlets, sparking and repeated safety-switch tripping in Bonnyrigg, with 60-minute emergency response. | Emergency call-outs in this region use 60-minute emergency response.",yes,yes,47,5,,,,,,
